STATEFIPS,STATE,ZIPCODE,TotalReturns,AdjustGrossIncome,SalariesWages,NetIncome
48,TX,79019,746,44103,26844,872
48,TX,79022,4095,216768,131876,16448
48,TX,79024,175,9207,6306,53
48,TX,79027,1997,89389,52905,3782
48,TX,79029,7001,319367,257950,10498
48,TX,79031,500,19788,13981,303
48,TX,79034,301,20382,10205,499
48,TX,79035,2240,90422,65494,2963
48,TX,79036,2100,114623,87971,608
48,TX,79039,352,20580,11656,388
48,TX,79040,754,47183,23089,1601
48,TX,79041,1215,45214,31616,1726
48,TX,79042,472,23496,15219,902
48,TX,79043,574,21049,15119,612
48,TX,79044,294,14758,10442,192
48,TX,79045,7935,330167,224125,9540
48,TX,79046,244,14857,6895,205
48,TX,79052,548,25261,13353,644
48,TX,79057,480,20185,13697,700
48,TX,79059,359,29780,13278,516
48,TX,79061,163,8239,5618,108
48,TX,79062,100,8743,3215,0.0001
48,TX,79063,316,19692,12112,840
48,TX,79064,994,39423,25348,1029
48,TX,79065,8044,472995,295459,17091
48,TX,79068,1375,77365,57512,2135
48,TX,79070,4278,324487,181835,17754
48,TX,79072,10581,404272,297710,18139
48,TX,79079,1160,59225,39155,3185
48,TX,79080,237,12074,8053,76
48,TX,79081,1564,90675,57370,4909
48,TX,79082,135,6036,3834,308
48,TX,79083,984,54742,41235,1020
48,TX,79084,935,47397,30163,2502
48,TX,79086,881,44517,33011,1464
48,TX,79087,293,19012,7936,345
48,TX,79088,2097,89222,54318,2232
48,TX,79092,523,26469,17194,522
48,TX,79095,1052,47660,27453,1457
48,TX,79096,979,103182,38078,1765
48,TX,79097,509,26388,20832,336
48,TX,79098,179,9077,5195,102
48,TX,79101,1285,84147,22711,3365
48,TX,79102,4452,166852,125562,7674
48,TX,79103,4557,150142,125964,4230
48,TX,79104,3039,79037,69650,2947
48,TX,79106,12535,561533,382987,21940
48,TX,79107,13306,332637,290737,16239
48,TX,79108,5301,224895,178857,7666
48,TX,79109,20786,1228285,808127,50152
48,TX,79110,8484,346368,285415,8985
48,TX,79111,584,23340,21417,161
48,TX,79118,8854,479883,377437,17233
48,TX,79119,5799,580879,375990,23011
48,TX,79121,3081,277207,164250,16299
48,TX,79124,3654,400882,229297,21017
48,TX,79201,2506,100659,68823,5592
48,TX,79225,451,19517,12719,519
48,TX,79226,1294,60712,33618,2423
48,TX,79227,551,22128,11969,918
48,TX,79229,158,6009,4693,2
48,TX,79235,1553,64967,37125,2437
48,TX,79237,199,5757,4160,294
48,TX,79241,1020,44602,27674,1859
48,TX,79244,300,12184,7127,493
48,TX,79245,964,38076,24783,1368
48,TX,79248,592,22107,13435,631
48,TX,79250,612,29309,16837,737
48,TX,79252,1248,52812,34944,2356
48,TX,79255,197,7120,4330,492
48,TX,79256,122,4559,2555,107
48,TX,79257,409,17545,9203,733
48,TX,79261,178,5697,3405,108
48,TX,79311,1388,67641,43274,1555
48,TX,79312,363,12890,10260,248
48,TX,79313,613,24908,17842,423
48,TX,79316,4175,179889,119481,8669
48,TX,79322,766,35114,19140,828
48,TX,79323,2640,160551,127663,9321
48,TX,79325,897,44014,28475,1267
48,TX,79329,1491,86102,57331,3528
48,TX,79331,4634,238258,139463,7856
48,TX,79336,6860,357378,252823,18831
48,TX,79339,2913,110338,81332,4228
48,TX,79342,149,8305,5142,0.0001
48,TX,79343,612,23648,15263,544
48,TX,79345,408,17572,11192,29
48,TX,79346,928,37832,24979,1311
48,TX,79347,2911,122834,80496,6674
48,TX,79350,337,12580,9749,233
48,TX,79351,514,29083,13184,544
48,TX,79355,799,42890,28320,690
48,TX,79356,1837,118145,56496,6031
48,TX,79357,975,46591,23506,1421
48,TX,79358,535,29630,17346,1121
48,TX,79359,1112,51058,36391,906
48,TX,79360,5215,266184,175311,33741
48,TX,79363,2349,123375,93853,4882
48,TX,79364,3351,136146,94543,4188
48,TX,79366,500,68584,32872,1301
48,TX,79367,347,13420,10968,414
48,TX,79370,604,26543,15574,1079
48,TX,79371,529,26414,16415,401
48,TX,79372,639,34857,28651,901
48,TX,79373,1308,64581,36204,1747
48,TX,79377,128,5310,3651,0.0001
48,TX,79379,247,10187,7818,245
48,TX,79381,425,22816,12633,549
48,TX,79382,3037,185615,129371,9531
48,TX,79401,2075,52483,40101,2727
48,TX,79403,6518,182688,144292,5211
48,TX,79404,4264,115508,91616,3729
48,TX,79407,7907,441432,283983,22140
48,TX,79410,3401,169078,121285,7742
48,TX,79411,3014,74680,62163,3449
48,TX,79412,6411,182053,148074,5872
48,TX,79413,9602,429756,294788,17639
48,TX,79414,7842,259620,212576,9120
48,TX,79415,6896,185355,151716,7247
48,TX,79416,13635,711046,508769,23284
48,TX,79423,15388,926480,654858,40473
48,TX,79424,19113,1517650,1017943,69147
48,TX,79501,1409,57046,41269,2452
48,TX,79502,553,23808,15780,1683
48,TX,79504,1123,48772,36105,2457
48,TX,79505,103,3422,2308,155
48,TX,79506,283,12056,7765,131
48,TX,79508,815,34932,19981,1385
48,TX,79510,3356,145827,104894,7798
48,TX,79511,612,37164,24659,667
48,TX,79512,2409,116240,81357,3822
48,TX,79520,952,42632,30138,2311
48,TX,79521,1468,60594,38164,2611
48,TX,79525,1248,59064,42077,2264
48,TX,79526,408,24940,16290,554
48,TX,79527,197,14115,8625,616
48,TX,79528,282,11240,8084,62
48,TX,79529,556,24227,16593,903
48,TX,79530,249,10937,7567,345
48,TX,79532,381,15653,11395,95
48,TX,79533,204,6208,4558,109
48,TX,79536,2155,94877,75307,4590
48,TX,79538,117,4574,2387,254
48,TX,79541,301,17360,13203,594
48,TX,79543,471,23836,13559,603
48,TX,79544,186,7484,5605,77
48,TX,79545,790,38579,24647,831
48,TX,79546,778,41796,22984,1081
48,TX,79547,290,12010,7569,653
48,TX,79549,5638,310637,218644,14425
48,TX,79553,1384,53557,37849,1435
48,TX,79556,5366,234407,162227,9971
48,TX,79561,295,12851,10170,379
48,TX,79562,1741,113606,82122,5842
48,TX,79563,579,19253,15537,571
48,TX,79565,164,7614,6120,240
48,TX,79566,113,4856,3122,-13
48,TX,79567,1376,54332,34821,2623
48,TX,79601,7736,313274,216515,15744
48,TX,79602,9596,542552,368098,32314
48,TX,79603,10333,311756,247643,12150
48,TX,79605,13603,610827,396674,27592
48,TX,79606,10787,668485,437665,34323
48,TX,79607,1238,35574,34764,47
48,TX,79701,12797,1165330,441902,53040
48,TX,79703,9760,467051,398743,18167
48,TX,79705,15553,1626389,878551,48269
48,TX,79706,8161,512078,381844,29121
48,TX,79707,15502,1835972,1098281,93909
48,TX,79713,299,25483,8619,317
48,TX,79714,6932,450019,336548,31556
48,TX,79718,277,12850,7797,294
48,TX,79720,11413,570628,400810,16534
48,TX,79731,1799,101544,84265,3393
48,TX,79734,906,48975,25567,1827
48,TX,79735,4914,224653,175906,7446
48,TX,79738,132,9219,4985,-18
48,TX,79739,478,48827,14650,758
48,TX,79741,154,12851,8767,137
48,TX,79745,2521,136352,103045,6410
48,TX,79749,129,10227,4962,11
48,TX,79752,916,51753,35468,3111
48,TX,79756,4018,225050,171521,8186
48,TX,79758,1078,78657,61173,3470
48,TX,79761,13529,665561,491920,31034
48,TX,79762,17608,1127777,821527,42480
48,TX,79763,14370,592769,508617,36068
48,TX,79764,8988,415571,344317,26257
48,TX,79765,4107,512012,307403,24112
48,TX,79766,2307,104881,88076,9169
48,TX,79772,4109,188390,135666,5866
48,TX,79782,1869,121158,72503,5700
48,TX,79821,1947,59573,48921,2981
48,TX,79830,2482,111041,78355,5337
48,TX,79835,5081,139409,114315,10576
48,TX,79836,2559,84395,60763,6652
48,TX,79839,634,15570,12821,884
48,TX,79843,1175,55227,31003,1696
48,TX,79849,4949,108691,89649,11670
48,TX,79852,377,11601,7931,192
48,TX,79901,7114,157072,115793,14533
48,TX,79902,9972,446356,297337,33749
48,TX,79903,7976,220607,169508,11482
48,TX,79904,13501,421417,322186,21997
48,TX,79905,10002,214847,174376,15323
48,TX,79906,1857,68026,65278,34
48,TX,79907,23501,587531,487000,34349
48,TX,79908,563,27669,27101,6
48,TX,79911,1174,86445,76675,3470
48,TX,79912,33888,2192774,1591136,119018
48,TX,79915,16314,395654,321912,22094
48,TX,79922,3777,431181,221308,29083
48,TX,79924,25506,827952,636514,22963
48,TX,79925,18699,731837,519374,26141
48,TX,79927,15746,403163,336722,33218
48,TX,79928,19610,696645,609721,35887
48,TX,79930,11540,328125,257492,17093
48,TX,79932,10765,604123,445195,36789
48,TX,79934,9066,425988,375677,6992
48,TX,79935,7879,314173,226116,13942
48,TX,79936,48808,1954587,1596843,84533
48,TX,79938,22895,905349,805101,39860
48,TX,99999,303378,20453266,12377640,702674
49,UT,0,1140869,62887805,46650939,1414349
49,UT,84001,385,26345,17724,179
49,UT,84003,16070,1160202,785564,29103
49,UT,84004,3854,425047,232869,20109
49,UT,84005,6672,355365,319653,5988
49,UT,84006,361,17439,15299,0.0001
49,UT,84007,266,14776,13117,-63
49,UT,84010,19187,1256725,837349,31966
49,UT,84013,394,19280,17009,-36
49,UT,84014,7127,482926,340522,11483
49,UT,84015,24254,1124592,946291,9730
49,UT,84017,1538,91847,69785,1839
49,UT,84020,15812,1428472,1029048,42230
49,UT,84021,1203,59317,45524,1099
49,UT,84022,343,18702,17221,-16
49,UT,84023,117,6035,4749,22
49,UT,84025,7384,578230,425064,13710
49,UT,84026,798,27827,23399,328
49,UT,84028,253,10681,5501,177
49,UT,84029,3784,201441,171677,1708
49,UT,84032,7235,398709,294498,11131
49,UT,84035,337,19189,16019,321
49,UT,84036,2393,137940,104380,2576
49,UT,84037,13433,1023178,744354,23066
49,UT,84039,350,20915,16140,39
49,UT,84040,9915,686182,512810,10031
49,UT,84041,18536,879581,731825,12392
49,UT,84042,3889,270870,189034,7241
49,UT,84043,17895,1110503,901811,23703
49,UT,84044,10821,422596,377584,5412
49,UT,84045,5775,367071,308137,6686
49,UT,84046,266,11986,8691,87
49,UT,84047,16907,632562,523464,13252
49,UT,84049,1925,172752,91868,6901
49,UT,84050,3871,294625,201567,2775
49,UT,84051,96,6214,4796,0.0001
49,UT,84052,509,23104,18547,128
49,UT,84053,295,22468,15119,312
49,UT,84054,6925,487963,356922,10760
49,UT,84055,695,41177,29910,1307
49,UT,84056,1472,51051,50002,81
49,UT,84057,14721,620921,483392,14459
49,UT,84058,12297,535825,389526,15250
49,UT,84060,4601,490356,234192,26936
49,UT,84061,152,6884,4527,147
49,UT,84062,15460,910722,700657,22749
49,UT,84063,101,5221,4435,0.0001
49,UT,84065,15228,968675,759644,19357
49,UT,84066,4487,279880,207827,4956
49,UT,84067,16424,737007,595590,6748
49,UT,84069,204,10211,8689,-36
49,UT,84070,11322,546969,420561,11526
49,UT,84071,439,25455,22052,157
49,UT,84072,174,7568,6525,-84
49,UT,84074,17482,899271,757888,8539
49,UT,84075,8827,566983,465536,7096
49,UT,84076,112,6102,5277,0.0001
49,UT,84078,10631,680729,510107,12333
49,UT,84080,99,5014,4609,0.0001
49,UT,84081,15391,809891,732066,11300
49,UT,84082,304,16410,11664,38
49,UT,84083,691,18988,16969,27
49,UT,84084,14770,655721,552681,12132
49,UT,84085,149,4988,4224,0.0001
49,UT,84086,143,7108,5040,19
49,UT,84087,5900,327817,272329,5356
49,UT,84088,15410,731556,618161,14690
49,UT,84092,13029,1345478,874809,41430
49,UT,84093,10574,882242,586744,27519
49,UT,84094,12187,637775,521740,14035
49,UT,84095,22731,1595407,1265239,37191
49,UT,84096,12532,813244,704903,17252
49,UT,84097,9106,590027,369491,19438
49,UT,84098,8494,1073429,696469,39040
49,UT,84101,2518,165897,111271,5303
49,UT,84102,8496,358072,269899,9768
49,UT,84103,10836,998554,647420,32842
49,UT,84104,9893,299600,249502,6404
49,UT,84105,10642,666715,527822,21236
49,UT,84106,15688,816052,605140,22419
49,UT,84107,15127,677424,502511,16450
49,UT,84108,9038,1006571,594835,35886
49,UT,84109,11224,859856,577853,27629
49,UT,84111,4865,215547,141356,5357
49,UT,84112,390,6528,6083,0.0001
49,UT,84115,11684,364225,315066,8767
49,UT,84116,14230,458205,399884,9718
49,UT,84117,11896,939516,539950,30028
49,UT,84118,17091,631818,565094,9781
49,UT,84119,20734,677911,574984,13559
49,UT,84120,21310,786865,673062,14044
49,UT,84121,19690,1535560,992105,50494
49,UT,84123,17127,739391,603481,14248
49,UT,84124,10000,795869,509358,27115
49,UT,84128,11665,488964,436589,8345
49,UT,84302,9658,457456,344022,5879
49,UT,84306,140,6748,5407,15
49,UT,84307,580,24161,18740,136
49,UT,84309,243,10641,8967,96
49,UT,84310,1824,142885,93955,3614
49,UT,84311,266,12357,9364,12
49,UT,84312,1454,62308,49776,443
49,UT,84314,413,20475,15919,17
49,UT,84315,3184,187277,153798,1345
49,UT,84317,1015,78368,49372,822
49,UT,84318,1639,95962,70741,1137
49,UT,84319,2955,133339,106473,1832
49,UT,84320,847,36528,29088,231
49,UT,84321,15489,647246,494559,11466
49,UT,84324,328,17781,13171,98
49,UT,84325,717,46883,31991,345
49,UT,84328,696,37376,26667,336
49,UT,84331,131,5387,4553,0.0001
49,UT,84332,2801,180100,126327,2061
49,UT,84333,1043,47922,36613,621
49,UT,84335,4674,226590,173485,2959
49,UT,84336,106,3873,2676,0.0001
49,UT,84337,4330,201085,160399,1896
49,UT,84338,199,7146,6185,-47
49,UT,84339,1884,120413,81250,1272
49,UT,84340,1356,75304,59038,931
49,UT,84341,7625,422143,280439,9587
49,UT,84401,14309,595630,480821,6722
49,UT,84403,15160,835995,574193,16112
49,UT,84404,23560,1003877,815552,11733
49,UT,84405,13446,678999,514202,9391
49,UT,84414,11565,715245,521925,10558
49,UT,84501,5335,271246,213577,3984
49,UT,84511,1448,64365,49205,1530
49,UT,84520,456,16827,13231,122
49,UT,84521,239,11162,10194,-23
49,UT,84525,446,14838,12226,105
49,UT,84526,1617,76768,60708,608
49,UT,84532,4679,235376,137787,8873
49,UT,84533,119,4305,3787,0.0001
49,UT,84535,884,40496,28092,1129
49,UT,84542,745,33824,27768,299
49,UT,84601,11680,405152,354254,9200
49,UT,84604,14684,854851,484435,31855
49,UT,84606,10205,278392,236774,7145
49,UT,84621,101,3655,3008,0.0001
49,UT,84624,2122,97316,77405,1303
49,UT,84627,1539,70567,48168,1115
49,UT,84629,907,41111,30854,777
49,UT,84631,1157,50296,35631,856
49,UT,84635,297,12361,10168,177
49,UT,84642,1210,50465,34815,1377
49,UT,84645,889,38503,32733,862
49,UT,84647,1334,59565,41269,1151
49,UT,84648,2164,100505,81340,947
49,UT,84651,8662,409252,323299,6620
49,UT,84653,3105,194137,133489,3821
49,UT,84654,998,49245,35457,-73
49,UT,84655,3612,165458,140314,2683
49,UT,84660,13215,690750,546330,12639
49,UT,84663,11467,579150,441336,13422
49,UT,84664,3106,217253,144604,6360
49,UT,84667,137,4947,3480,0.0001
49,UT,84701,3073,135344,97075,2403
49,UT,84713,1520,65218,44939,1256
49,UT,84714,226,6344,4567,117
49,UT,84720,6605,283951,194835,4085
49,UT,84721,7533,304334,232175,6052
49,UT,84722,207,7888,5102,110
49,UT,84724,455,14879,11641,5
49,UT,84737,5461,231907,150093,5074
49,UT,84738,2781,151512,80469,4232
49,UT,84739,158,5678,4346,37
49,UT,84741,2313,101749,64199,2760
49,UT,84744,112,4315,2760,0.0001
49,UT,84745,1499,53250,41590,837
49,UT,84747,346,13915,9874,-79
49,UT,84751,621,26659,21879,304
49,UT,84754,1355,64373,43922,1194
49,UT,84757,465,26797,13438,420
49,UT,84765,2427,142526,87270,3454
49,UT,84770,14809,638037,400171,16025
49,UT,84773,109,4075,2141,43
49,UT,84774,511,23839,15667,521
49,UT,84775,206,7028,3963,154
49,UT,84779,205,8015,5157,57
49,UT,84780,7377,382716,240761,10007
49,UT,84782,327,14807,8795,304
49,UT,84783,333,20661,11467,138
49,UT,84790,14076,759148,428048,22385
49,UT,99999,51905,2420306,1797508,45168
50,VT,0,313719,16537300,11561127,684504
50,VT,5001,3783,178441,136877,7292
50,VT,5032,1181,49630,36902,2337
50,VT,5033,1490,66050,48464,2874
50,VT,5034,221,8197,5931,236
50,VT,5035,311,12070,9094,691
50,VT,5036,462,22152,14945,685
50,VT,5037,404,25414,14142,1382
50,VT,5038,618,28636,18349,1100
50,VT,5039,428,16676,12228,983
50,VT,5040,282,11203,8636,324
50,VT,5041,151,6472,5570,136
50,VT,5042,281,11205,7714,290
50,VT,5043,431,27473,19687,1413
50,VT,5045,748,36683,25731,1911
50,VT,5046,560,22150,16241,491
50,VT,5048,1282,67819,48670,3665
50,VT,5051,492,18511,12832,1363
50,VT,5052,181,8173,6411,0.0001
50,VT,5053,161,9683,4756,263
50,VT,5055,1742,234990,112124,13005
50,VT,5056,173,8281,4334,255
50,VT,5058,197,9054,6612,374
50,VT,5060,2300,100942,76515,3854
50,VT,5061,640,29781,22118,575
50,VT,5062,351,16067,10056,1003
50,VT,5065,585,31988,23134,1211
50,VT,5067,159,11180,5543,233
50,VT,5068,1470,60459,44955,3110
50,VT,5069,331,12794,9276,370
50,VT,5070,277,15567,9476,1025
50,VT,5071,178,13358,5064,331
50,VT,5072,227,13250,7909,513
50,VT,5075,635,42073,27376,3253
50,VT,5076,230,8710,6942,369
50,VT,5077,534,26467,18372,1152
50,VT,5079,303,12132,9183,698
50,VT,5081,432,14568,10819,407
50,VT,5083,120,5366,4074,0.0001
50,VT,5084,146,7594,5456,128
50,VT,5086,374,14593,11487,411
50,VT,5089,2098,100720,71978,2666
50,VT,5091,1767,137605,59061,7930
50,VT,5101,1989,73697,57727,3095
50,VT,5142,325,14236,9087,432
50,VT,5143,2306,97587,69259,6499
50,VT,5146,251,13096,7026,459
50,VT,5148,684,36196,19681,2354
50,VT,5149,1250,53853,34025,3499
50,VT,5150,521,19779,14581,427
50,VT,5151,634,30125,21749,1676
50,VT,5152,223,12974,5575,794
50,VT,5153,396,15940,11171,531
50,VT,5154,475,21559,13786,1167
50,VT,5155,463,22164,12539,1434
50,VT,5156,4137,173733,130611,6386
50,VT,5158,575,24190,18230,837
50,VT,5161,301,21892,9680,834
50,VT,5201,7138,291705,217344,11471
50,VT,5250,1679,84275,56847,4111
50,VT,5251,704,62974,24503,2518
50,VT,5252,208,7313,5678,192
50,VT,5253,333,16717,9693,561
50,VT,5255,2182,152052,76686,8020
50,VT,5257,1217,58744,41988,2110
50,VT,5260,200,8439,6258,86
50,VT,5261,1144,45765,34566,1439
50,VT,5262,1220,61185,43494,2840
50,VT,5301,7385,334379,234889,21906
50,VT,5340,437,37102,14927,1861
50,VT,5341,203,9134,5900,604
50,VT,5342,334,13774,9453,424
50,VT,5343,399,16817,10377,1151
50,VT,5345,790,36279,25397,2820
50,VT,5346,2378,124997,77067,8881
50,VT,5350,351,14540,10835,623
50,VT,5352,391,21129,15587,999
50,VT,5353,551,22747,15582,1352
50,VT,5354,1088,57743,44248,2199
50,VT,5355,211,7783,5377,331
50,VT,5356,731,31621,18953,1311
50,VT,5358,183,6963,4362,408
50,VT,5359,268,11784,6358,641
50,VT,5360,203,6944,4501,449
50,VT,5361,324,14070,10039,526
50,VT,5362,148,6511,4500,335
50,VT,5363,1198,52630,33366,4236
50,VT,5401,12153,650156,448019,28233
50,VT,5403,10183,733589,511452,25986
50,VT,5404,3811,137362,115426,3593
50,VT,5408,5290,274111,204811,10169
50,VT,5440,1009,43796,30568,1603
50,VT,5441,335,15233,12365,340
50,VT,5442,147,6014,4999,139
50,VT,5443,3219,155383,114290,8573
50,VT,5444,951,49520,38816,1673
50,VT,5445,1925,256626,131105,9473
50,VT,5446,8285,531129,373072,16296
50,VT,5448,537,25405,20576,551
50,VT,5450,2323,102804,81766,3135
50,VT,5452,10458,655175,510140,19864
50,VT,5454,2357,135056,109332,4013
50,VT,5455,600,31500,25682,977
50,VT,5456,665,37166,27363,1110
50,VT,5457,720,31998,25924,731
50,VT,5458,1092,65716,44768,2628
50,VT,5459,906,37434,30279,959
50,VT,5461,2475,160318,117146,7990
50,VT,5462,967,55254,41636,2998
50,VT,5463,268,10994,7497,299
50,VT,5464,1468,69089,54483,2894
50,VT,5465,2841,201516,152945,6315
50,VT,5468,6822,354358,291182,10496
50,VT,5471,380,14665,10356,806
50,VT,5472,952,50394,35770,2664
50,VT,5473,682,37548,28204,1982
50,VT,5474,476,28943,19388,1415
50,VT,5476,1234,43527,36024,1061
50,VT,5477,2313,148480,114211,6824
50,VT,5478,7325,350996,275553,11082
50,VT,5482,3936,478855,249032,20911
50,VT,5483,662,31023,25164,987
50,VT,5486,927,61408,40484,4080
50,VT,5487,739,33567,26849,1699
50,VT,5488,3612,179762,132832,6057
50,VT,5489,1523,107078,80044,3743
50,VT,5491,3084,148095,109540,5167
50,VT,5492,402,17094,13328,911
50,VT,5494,875,55389,41997,2963
50,VT,5495,5351,402143,290501,15267
50,VT,5602,6180,346834,235749,20908
50,VT,5641,8000,365912,277528,12603
50,VT,5647,472,21564,14406,675
50,VT,5648,247,14228,8352,748
50,VT,5649,552,24708,18882,625
50,VT,5650,524,26152,18696,1004
50,VT,5651,823,47188,33611,2074
50,VT,5652,413,14443,11628,463
50,VT,5653,185,6166,5216,131
50,VT,5654,620,24083,19317,512
50,VT,5655,1393,61992,45448,3175
50,VT,5656,1469,57762,40442,2378
50,VT,5658,668,29029,18784,1907
50,VT,5660,891,55838,37437,3263
50,VT,5661,2989,142673,95654,9258
50,VT,5663,2237,108010,81404,3804
50,VT,5667,1164,51828,37794,3024
50,VT,5669,244,10780,7880,401
50,VT,5672,2806,229083,118037,13722
50,VT,5673,1631,114928,67600,6959
50,VT,5674,744,44580,22567,4265
50,VT,5675,490,19605,15236,551
50,VT,5676,2563,146047,108265,5413
50,VT,5677,1185,95800,70048,3127
50,VT,5679,1572,67757,53429,2366
50,VT,5680,974,37616,29296,2083
50,VT,5681,178,7550,5811,141
50,VT,5682,606,30566,21684,1776
50,VT,5701,10220,470067,345298,14956
50,VT,5730,219,11520,6328,668
50,VT,5732,546,26079,17562,622
50,VT,5733,2789,120321,88109,4027
50,VT,5734,631,30922,18754,1570
50,VT,5735,1384,63746,49204,1902
50,VT,5736,311,13409,8994,137
50,VT,5737,365,19490,14791,362
50,VT,5738,609,34383,21719,762
50,VT,5739,608,26016,18990,890
50,VT,5742,239,11195,8294,360
50,VT,5743,2019,79065,58769,2194
50,VT,5744,301,13450,10430,280
50,VT,5747,137,4700,3281,269
50,VT,5748,172,6117,3981,508
50,VT,5751,783,36483,24181,1871
50,VT,5753,4257,244340,151703,13877
50,VT,5757,442,18972,13310,726
50,VT,5758,396,16238,12097,513
50,VT,5759,1082,49011,36064,1119
50,VT,5760,544,22873,16823,875
50,VT,5761,534,24012,14266,1574
50,VT,5762,241,12889,7500,666
50,VT,5763,1391,73802,56836,2939
50,VT,5764,1494,56955,42891,1404
50,VT,5765,880,40224,31058,993
50,VT,5766,222,14650,8423,527
50,VT,5767,590,30328,17745,993
50,VT,5769,549,25844,16960,770
50,VT,5770,577,27280,17388,1454
50,VT,5772,228,10767,7625,422
50,VT,5773,1074,49438,35596,1808
50,VT,5774,603,25358,17477,939
50,VT,5775,234,10639,7748,317
50,VT,5776,130,5079,3423,117
50,VT,5777,1788,76757,61024,1625
50,VT,5778,397,15597,11547,921
50,VT,5819,3970,173079,128750,9690
50,VT,5820,193,6150,4609,246
50,VT,5821,564,25159,17369,1708
50,VT,5822,975,35134,25795,1348
50,VT,5824,526,18600,14646,482
50,VT,5826,361,14619,9251,710
50,VT,5827,250,11894,6139,533
50,VT,5828,940,45220,31657,2886
50,VT,5829,1238,54063,38158,2672
50,VT,5830,756,28486,20147,491
50,VT,5832,474,22692,15921,997
50,VT,5833,133,4323,2907,131
50,VT,5836,474,17894,13771,403
50,VT,5837,160,5133,3657,97
50,VT,5839,369,13882,10807,397
50,VT,5841,183,10475,3730,488
50,VT,5842,268,8652,6670,412
50,VT,5843,1297,45159,34749,1653
50,VT,5845,572,19916,15771,748
50,VT,5846,596,19553,13258,752
50,VT,5847,336,11142,8894,362
50,VT,5850,321,12517,10196,152
50,VT,5851,2613,101597,76070,3382
50,VT,5853,244,10844,6116,324
50,VT,5855,3264,138248,97937,6810
50,VT,5857,658,26717,18910,838
50,VT,5858,148,4242,3584,81
50,VT,5859,821,31013,22128,1064
50,VT,5860,1163,40996,31853,823
50,VT,5862,179,10092,5008,377
50,VT,5866,305,10486,8304,325
50,VT,5867,322,11641,8317,478
50,VT,5868,177,6382,4972,126
50,VT,5871,690,25769,18880,984
50,VT,5872,328,10868,7604,214
50,VT,5873,357,13677,9398,663
50,VT,5874,258,9997,7641,250
50,VT,5875,258,10530,6140,453
50,VT,5903,381,14278,9977,429
50,VT,5904,126,3732,3077,0.0001
50,VT,5905,316,13814,8960,235
50,VT,5906,520,17232,13499,833
50,VT,99999,11685,583684,376061,21094
51,VA,0,3751317,254417962,187531333,7269520
51,VA,20105,5515,640750,545419,16023
51,VA,20106,2221,155283,115121,6286
51,VA,20109,19548,874959,776071,20482
51,VA,20110,21234,1231353,1019422,31677
51,VA,20111,15285,918983,775685,28953
51,VA,20112,12171,1194864,951605,35869
51,VA,20115,2378,218067,143665,9965
51,VA,20117,742,101547,65039,3218
51,VA,20119,1805,129443,90530,5439
51,VA,20120,19556,1758172,1456465,57838
51,VA,20121,13389,913428,808597,27575
51,VA,20124,7009,1079636,720524,46267
51,VA,20129,289,42804,27782,1819
51,VA,20130,111,9038,6035,212
51,VA,20132,6161,707568,546700,21589
51,VA,20135,1262,109993,78910,5808
51,VA,20136,11500,1104769,970468,22055
51,VA,20137,938,87564,61612,3655
51,VA,20141,2393,286343,225352,10138
51,VA,20143,553,59993,42356,1518
51,VA,20144,430,65149,31056,3102
51,VA,20147,25641,2670524,2208806,74905
51,VA,20148,13645,1849259,1635653,44506
51,VA,20151,10228,886628,720841,28743
51,VA,20152,11248,1333754,1167951,38004
51,VA,20155,14135,1351653,1047608,34364
51,VA,20158,1711,208297,160259,7519
51,VA,20164,19689,1110660,958803,34984
51,VA,20165,15593,1657559,1362421,56728
51,VA,20166,4810,357242,317019,9240
51,VA,20169,9656,1177542,908526,36131
51,VA,20170,20464,1641424,1368425,64478
51,VA,20171,22397,2669894,2137494,80278
51,VA,20175,13105,1409052,1151468,40613
51,VA,20176,20958,2338560,1818146,69237
51,VA,20180,3106,314746,243747,10381
51,VA,20181,3950,360493,267866,13303
51,VA,20184,220,27685,12887,242
51,VA,20186,6720,527032,366519,17318
51,VA,20187,7248,689461,516484,20235
51,VA,20190,9336,882809,665279,37077
51,VA,20191,14841,1416319,1051794,75924
51,VA,20194,6633,928676,713476,39026
51,VA,20197,862,155175,102420,5134
51,VA,20198,921,121863,55731,4320
51,VA,22003,27328,2056514,1490418,91100
51,VA,22015,20709,1853522,1432579,55359
51,VA,22025,8315,741452,553160,11724
51,VA,22026,6953,392081,340781,6164
51,VA,22027,1016,180769,130853,6081
51,VA,22030,24555,2215398,1714199,79910
51,VA,22031,15098,1261537,988278,50552
51,VA,22032,13868,1352717,1000687,44973
51,VA,22033,19099,1788942,1471762,56262
51,VA,22039,8981,1618379,1019544,76145
51,VA,22041,13625,829765,592723,41295
51,VA,22042,17332,1203774,937056,50473
51,VA,22043,12181,1106932,871825,46571
51,VA,22044,6647,526416,374303,26187
51,VA,22046,8117,973846,698456,40401
51,VA,22060,3331,209312,164586,1416
51,VA,22066,8085,2501896,1274351,107417
51,VA,22079,15244,1259710,1020026,35981
51,VA,22101,13786,4146861,1819247,155367
51,VA,22102,11591,2994311,1604721,112679
51,VA,22124,8400,1806087,1028674,63779
51,VA,22134,2087,83479,80968,124
51,VA,22150,14229,881762,611711,30853
51,VA,22151,8826,633233,472805,25861
51,VA,22152,13981,1218606,922771,35426
51,VA,22153,15185,1425637,1111756,38957
